,code,name
1015,4514058000,마동
1016,1138051000,녹번동
1017,4221056000,교동
1018,1121582000,자양1동
1019,1132052100,도봉1동
1020,2635066000,재송2동
1021,4155038000,원곡면
1022,4717034000,풍천면
1023,4146125900,남사읍
1024,1153074000,개봉1동
1025,2820054000,간석2동
1026,4128560000,고봉동
1027,1171057000,오금동
1028,4519052000,죽항동
1029,4717060000,태화동
1030,1117055500,청파동
1031,4128165000,행신2동
1032,4313055000,용산동
1033,4812125000,동읍
1034,4128554000,풍산동
1035,2723073500,태전2동
1036,1165062100,방배4동
1037,4415051000,중학동
1038,2729059000,본리동
1039,4812554000,문화동
1040,2723080000,국우동
1041,2820053000,간석1동
1042,2714059000,효목1동
1043,4145051000,천현동
1044,4161052000,송정동
1045,4159037000,장안면
1046,4812757000,양덕2동
1047,4315056000,용두동
1048,2635061000,반송1동
1049,4115055500,호원2동
1050,2723064500,대현동
1051,4117357800,귀인동
1052,4128752000,일산2동
1053,4122064000,세교동
1054,1165060000,방배1동
1055,1121584000,자양3동
1056,3011059000,자양동
1057,4111157200,정자2동
1058,3114067000,야음장생포동
1059,1141072000,북가좌2동
1060,4146553000,신봉동
1061,4113151000,신흥1동
1062,4139063000,연성동
1063,4833057000,덕계동
1064,3114054000,신정4동
1065,1135069500,상계6.7동
1066,4141052000,군포2동
1067,4136053000,금곡동
1068,4427052000,당진2동
1069,2826068000,검단동
1070,4729025600,압량읍
1071,4377037000,감곡면
1072,1147054000,목4동
1073,2647065000,연산1동
1074,1144073000,성산2동
1075,2711068000,대봉1동
1076,1165061000,방배2동
1077,2641053000,서3동
1078,4511367000,혁신동
1079,4127155000,본오2동
1080,4211058000,소양동
1081,4163053000,회천1동
1082,4127153700,해양동
1083,4165034000,신북면
1084,4111568000,화서1동
1085,2920063500,운남동
1086,4155040000,죽산면
1087,4215058000,초당동
1088,2817766000,주안5동
1089,4723052000,중앙동
1090,4148031000,월롱면
1091,4311425000,내수읍
1092,2820055100,간석4동
1093,2635054000,중2동
1094,4148037000,적성면
1095,5013052000,정방동
1096,4122063500,용이동
1097,4831059000,상문동
1098,4420058000,온양2동
1099,2826058000,가좌1동
1100,4822067000,봉평동
1101,2820052200,구월4동
1102,4885025000,하동읍
1103,4121061000,철산3동
1104,4812351000,반송동
1105,4136056500,다산2동
1106,1162060500,은천동
1107,4211061100,후평3동
1108,4678025000,보성읍
1109,2638059000,장림2동
1110,3111061000,다운동
1111,2917062000,우산동
1112,2653066000,주례2동
1113,4611059500,목원동
1114,4711368000,우창동
1115,2623067000,당감1동
1116,4315051000,교동
1117,2723062000,산격2동
1118,4111353000,세류2동
1119,4793025000,울진읍
1120,2771026200,옥포읍
1121,4729052000,중앙동
1122,2626059000,사직2동
1123,4793037000,죽변면
1124,3111052000,반구1동
1125,4111571000,우만1동
1126,2820055000,간석3동
1127,4146357000,마북동
1128,3014070000,유천1동
1129,4812356000,성주동
1130,4131054100,교문1동
1131,1162057500,행운동
1132,4773025000,의성읍
1133,4117353000,비산3동
1134,2717067500,상중이동
1135,4311375100,봉명1동
1136,2650074000,망미1동
1137,2641059000,부곡3동
1138,4136031000,별내면
1139,1162052500,보라매동
1140,2717054000,내당4동
1141,1141070000,남가좌2동
1142,1117056000,원효로1동
1143,4183035000,서종면
1144,4615062000,중앙동
1145,2726051000,범어1동
1146,2714074700,안심4동
1147,2820056000,만수1동
1148,2917058000,신안동
1149,4413325300,성거읍
1150,4122056000,송북동
1151,3114058500,삼호동
1152,2614068000,암남동
1153,1121581000,광장동
1154,4611075600,상동
1155,4213062000,태장2동
1156,4128556000,마두1동
1157,4165032000,내촌면
1158,4825033000,진례면
1159,2626056000,온천2동
1160,4413155000,봉명동
1161,4113566200,금곡동
1162,4127359000,선부2동
1163,4111156000,파장동
1164,4719025000,선산읍
1165,5011051000,일도1동
1166,4480037000,서부면
1167,1171063200,가락2동
